period,respondent,respondent-name,type,type-name,value,value-units
2024-04-16T00,TAL,City of Tallahassee,DF,Day-ahead demand forecast,352,megawatthours
2024-04-16T00,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,171.4,megawatthours
2024-04-16T00,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,539,megawatthours
2024-04-16T00,MIDW,Midwest,DF,Day-ahead demand forecast,82435,megawatthours
2024-04-16T00,NY,New York,DF,Day-ahead demand forecast,16180,megawatthours
2024-04-16T00,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,211,megawatthours
2024-04-16T00,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,2539,megawatthours
2024-04-16T00,SE,Southeast,DF,Day-ahead demand forecast,27971,megawatthours
2024-04-16T00,ISNE,ISO New England,DF,Day-ahead demand forecast,13040,megawatthours
2024-04-16T00,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,1087,megawatthours
2024-04-16T00,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1652,megawatthours
2024-04-16T00,TEX,Texas,DF,Day-ahead demand forecast,55739,megawatthours
2024-04-16T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,17456,megawatthours
2024-04-16T00,WACM,Western Area Power Administration - Rocky Mountain Region,DF,Day-ahead demand forecast,3121,megawatthours
2024-04-16T00,NW,Northwest,DF,Day-ahead demand forecast,26965.4,megawatthours
2024-04-16T00,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,275,megawatthours
2024-04-16T00,NY,New York,D,Demand,16798,megawatthours
2024-04-16T00,TEC,Tampa Electric Company,D,Demand,3024,megawatthours
2024-04-16T00,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76943,megawatthours
2024-04-16T00,SWPP,Southwest Power Pool,D,Demand,34326,megawatthours
2024-04-16T00,SEC,Seminole Electric Cooperative,D,Demand,330,megawatthours
2024-04-16T00,PSCO,Public Service Company of Colorado,D,Demand,4811,megawatthours
2024-04-16T00,CAL,California,D,Demand,23274,megawatthours
2024-04-16T00,JEA,JEA,D,Demand,1785,megawatthours
2024-04-16T00,ISNE,ISO New England,D,Demand,12821,megawatthours
2024-04-16T00,HST,City of Homestead,D,Demand,85,megawatthours
2024-04-16T00,IID,Imperial Irrigation District,D,Demand,345,megawatthours
2024-04-16T00,TVA,Tennessee Valley Authority,D,Demand,20885,megawatthours
2024-04-16T00,TAL,City of Tallahassee,D,Demand,351,megawatthours
2024-04-16T00,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,3401,megawatthours
2024-04-16T00,CAR,Carolinas,D,Demand,29291,megawatthours
2024-04-16T00,SC,South Carolina Public Service Authority,D,Demand,3098,megawatthours
2024-04-16T00,TEN,Tennessee,D,Demand,20885,megawatthours
2024-04-16T00,MIDA,Mid-Atlantic,D,Demand,93253,megawatthours
2024-04-16T00,NW,Northwest,D,Demand,39582,megawatthours
2024-04-16T00,IPCO,Idaho Power Company,D,Demand,1610,megawatthours
2024-04-16T00,FMPP,Florida Municipal Power Pool,D,Demand,2506,megawatthours
2024-04-16T00,SCL,Seattle City Light,D,Demand,1124,megawatthours
2024-04-16T00,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,4824,megawatthours
2024-04-16T00,LDWP,Los Angeles Department of Water and Power,D,Demand,2432,megawatthours
2024-04-16T00,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,29345,megawatthours
2024-04-16T00,CISO,California Independent System Operator,D,Demand,18617,megawatthours
2024-04-16T00,PJM,"PJM Interconnection, LLC",D,Demand,93253,megawatthours
2024-04-16T00,PNM,Public Service Company of New Mexico,D,Demand,1454,megawatthours
2024-04-16T00,AVA,Avista Corporation,D,Demand,1384,megawatthours
2024-04-16T00,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,705,megawatthours
2024-04-16T00,PACE,PacifiCorp East,D,Demand,6245,megawatthours
2024-04-16T00,TEPC,Tucson Electric Power,D,Demand,1220,megawatthours
2024-04-16T00,SW,Southwest,D,Demand,10864,megawatthours
2024-04-16T00,WACM,Western Area Power Administration - Rocky Mountain Region,D,Demand,3706,megawatthours
2024-04-16T00,SPA,Southwestern Power Administration,D,Demand,-434,megawatthours
2024-04-16T00,SE,Southeast,D,Demand,29345,megawatthours
2024-04-16T00,TIDC,Turlock Irrigation District,D,Demand,267,megawatthours
2024-04-16T00,NEVP,Nevada Power Company,D,Demand,3730,megawatthours
2024-04-16T00,WALC,Western Area Power Administration - Desert Southwest Region,D,Demand,1100,megawatthours
2024-04-16T00,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,511,megawatthours
2024-04-16T00,WAUW,Western Area Power Administration - Upper Great Plains West,D,Demand,75,megawatthours
2024-04-16T00,NYIS,New York Independent System Operator,D,Demand,16798,megawatthours
2024-04-16T00,AECI,"Associated Electric Cooperative, Inc.",D,Demand,2565,megawatthours
2024-04-16T00,BPAT,Bonneville Power Administration,D,Demand,6562,megawatthours
2024-04-16T00,DOPD,PUD No. 1 of Douglas County,D,Demand,219,megawatthours
2024-04-16T00,CPLW,Duke Energy Progress West,D,Demand,583,megawatthours
2024-04-16T00,CPLE,Duke Energy Progress East,D,Demand,8051,megawatthours
2024-04-16T00,NE,New England,D,Demand,12821,megawatthours
2024-04-16T00,US48,United States Lower 48,D,Demand,483920,megawatthours
2024-04-16T00,PGE,Portland General Electric Company,D,Demand,2443,megawatthours
2024-04-16T00,EPE,El Paso Electric Company,D,Demand,1037,megawatthours
2024-04-16T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54988,megawatthours
2024-04-16T00,BANC,Balancing Authority of Northern California,D,Demand,1613,megawatthours
2024-04-16T00,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,3142,megawatthours
2024-04-16T00,PSEI,"Puget Sound Energy, Inc.",D,Demand,2815,megawatthours
2024-04-16T00,GVL,Gainesville Regional Utilities,D,Demand,289,megawatthours
2024-04-16T00,TEX,Texas,D,Demand,54988,megawatthours
2024-04-16T00,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,165,megawatthours
2024-04-16T00,NWMT,NorthWestern Corporation,D,Demand,1300,megawatthours
2024-04-16T00,MIDW,Midwest,D,Demand,84332,megawatthours
2024-04-16T00,CENT,Central,D,Demand,34347,megawatthours
2024-04-16T00,DUK,Duke Energy Carolinas,D,Demand,14417,megawatthours
2024-04-16T00,FPL,Florida Power & Light Co.,D,Demand,18070,megawatthours
2024-04-16T00,FLA,Florida,D,Demand,34140,megawatthours
2024-04-16T00,FPC,"Duke Energy Florida, Inc.",D,Demand,7700,megawatthours
2024-04-16T00,PACW,PacifiCorp West,D,Demand,2177,megawatthours
2024-04-16T00,AZPS,Arizona Public Service Company,D,Demand,2652,megawatthours
2024-04-16T00,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1290,megawatthours
2024-04-16T00,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,3645,megawatthours
2024-04-16T00,FPL,Florida Power & Light Co.,DF,Day-ahead demand forecast,17363,megawatthours
2024-04-16T00,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,16180,megawatthours
2024-04-16T00,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,1716,megawatthours
2024-04-16T00,SRP,Salt River Project Agricultural Improvement and Power District,DF,Day-ahead demand forecast,3263,megawatthours
2024-04-16T00,TEC,Tampa Electric Company,DF,Day-ahead demand forecast,3023,megawatthours
2024-04-16T00,PGE,Portland General Electric Company,DF,Day-ahead demand forecast,2533,megawatthours
2024-04-16T00,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,90403,megawatthours
2024-04-16T00,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,2365,megawatthours
2024-04-16T00,MISO,"Midcontinent Independent System Operator, Inc.",DF,Day-ahead demand forecast,75649,megawatthours
2024-04-16T00,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,360,megawatthours
2024-04-16T00,TEN,Tennessee,DF,Day-ahead demand forecast,20572,megawatthours
2024-04-16T00,JEA,JEA,DF,Day-ahead demand forecast,1850,megawatthours
2024-04-16T00,CAL,California,DF,Day-ahead demand forecast,22269,megawatthours
2024-04-16T00,AVA,Avista Corporation,DF,Day-ahead demand forecast,1402,megawatthours
2024-04-16T00,FLA,Florida,DF,Day-ahead demand forecast,25516,megawatthours
2024-04-16T00,SW,Southwest,DF,Day-ahead demand forecast,10991,megawatthours
2024-04-16T00,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,6346,megawatthours
2024-04-16T00,PSCO,Public Service Company of Colorado,DF,Day-ahead demand forecast,4896,megawatthours
2024-04-16T00,US48,United States Lower 48,DF,Day-ahead demand forecast,432749.4,megawatthours
2024-04-16T00,CAR,Carolinas,DF,Day-ahead demand forecast,6366,megawatthours
2024-04-16T00,HST,City of Homestead,DF,Day-ahead demand forecast,77,megawatthours
2024-04-15T23,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,531,megawatthours
2024-04-15T23,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,194,megawatthours
2024-04-15T23,US48,United States Lower 48,DF,Day-ahead demand forecast,433587.5,megawatthours
2024-04-15T23,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast,28469,megawatthours
2024-04-15T23,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,3522,megawatthours
2024-04-15T23,SE,Southeast,DF,Day-ahead demand forecast,28469,megawatthours
2024-04-15T23,SCEG,"Dominion Energy South Carolina, Inc.",DF,Day-ahead demand forecast,3200,megawatthours
2024-04-15T23,TEN,Tennessee,DF,Day-ahead demand forecast,20829,megawatthours
2024-04-15T23,SW,Southwest,DF,Day-ahead demand forecast,10302,megawatthours
2024-04-15T23,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,2655,megawatthours
2024-04-15T23,PNM,Public Service Company of New Mexico,DF,Day-ahead demand forecast,1274,megawatthours
2024-04-15T23,SC,South Carolina Public Service Authority,DF,Day-ahead demand forecast,3345,megawatthours
2024-04-15T23,CENT,Central,DF,Day-ahead demand forecast,34697,megawatthours
2024-04-15T23,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,4237,megawatthours
2024-04-15T23,TIDC,Turlock Irrigation District,DF,Day-ahead demand forecast,261,megawatthours
2024-04-15T23,SRP,Salt River Project Agricultural Improvement and Power District,DF,Day-ahead demand forecast,3141,megawatthours
2024-04-15T23,PSCO,Public Service Company of Colorado,DF,Day-ahead demand forecast,4844,megawatthours
2024-04-15T23,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,172.5,megawatthours
2024-04-15T23,HST,City of Homestead,DF,Day-ahead demand forecast,81,megawatthours
2024-04-15T23,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,2485,megawatthours
2024-04-15T23,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,56527,megawatthours
2024-04-15T23,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,6275,megawatthours
2024-04-15T23,TEX,Texas,DF,Day-ahead demand forecast,56527,megawatthours
2024-04-15T23,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,91279,megawatthours
2024-04-15T23,SPA,Southwestern Power Administration,DF,Day-ahead demand forecast,63,megawatthours
2024-04-15T23,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,34634,megawatthours
2024-04-15T23,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,215,megawatthours
2024-04-15T23,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,351,megawatthours
2024-04-15T23,WALC,Western Area Power Administration - Desert Southwest Region,DF,Day-ahead demand forecast,1014,megawatthours
2024-04-15T23,TEC,Tampa Electric Company,DF,Day-ahead demand forecast,3116,megawatthours
2024-04-15T23,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,15703,megawatthours
2024-04-15T23,NW,Northwest,DF,Day-ahead demand forecast,26608.5,megawatthours
2024-04-15T23,AVA,Avista Corporation,DF,Day-ahead demand forecast,1394,megawatthours
2024-04-15T23,NE,New England,DF,Day-ahead demand forecast,12520,megawatthours
2024-04-15T23,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,292,megawatthours
2024-04-15T23,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,1287,megawatthours
2024-04-15T23,SCL,Seattle City Light,DF,Day-ahead demand forecast,1121,megawatthours
2024-04-15T23,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1143,megawatthours
2024-04-15T23,CAR,Carolinas,DF,Day-ahead demand forecast,6545,megawatthours
2024-04-15T23,SPA,Southwestern Power Administration,D,Demand,21,megawatthours
2024-04-15T23,FPC,"Duke Energy Florida, Inc.",D,Demand,8062,megawatthours
2024-04-15T23,MIDA,Mid-Atlantic,D,Demand,93612,megawatthours
2024-04-15T23,TAL,City of Tallahassee,D,Demand,370,megawatthours
2024-04-15T23,SWPP,Southwest Power Pool,D,Demand,34539,megawatthours
2024-04-15T23,DUK,Duke Energy Carolinas,D,Demand,14779,megawatthours
2024-04-15T23,CAL,California,D,Demand,24146,megawatthours
2024-04-15T23,FLA,Florida,D,Demand,35792,megawatthours
2024-04-15T23,WAUW,Western Area Power Administration - Upper Great Plains West,D,Demand,74,megawatthours
2024-04-15T23,EPE,El Paso Electric Company,D,Demand,1032,megawatthours
2024-04-15T23,AVA,Avista Corporation,D,Demand,1360,megawatthours
2024-04-15T23,ISNE,ISO New England,D,Demand,12273,megawatthours
2024-04-15T23,NYIS,New York Independent System Operator,D,Demand,16311,megawatthours
2024-04-15T23,CPLE,Duke Energy Progress East,D,Demand,8165,megawatthours
2024-04-15T23,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76987,megawatthours
2024-04-15T23,NE,New England,D,Demand,12273,megawatthours
2024-04-15T23,CENT,Central,D,Demand,34560,megawatthours
2024-04-15T23,PGE,Portland General Electric Company,D,Demand,2412,megawatthours
2024-04-15T23,SCL,Seattle City Light,D,Demand,1112,megawatthours
2024-04-15T23,NEVP,Nevada Power Company,D,Demand,3781,megawatthours
2024-04-15T23,MIDW,Midwest,D,Demand,84864,megawatthours
2024-04-15T23,FPL,Florida Power & Light Co.,D,Demand,18948,megawatthours
2024-04-15T23,PACW,PacifiCorp West,D,Demand,2169,megawatthours
2024-04-15T23,GVL,Gainesville Regional Utilities,D,Demand,302,megawatthours
2024-04-15T23,BPAT,Bonneville Power Administration,D,Demand,6518,megawatthours
2024-04-15T23,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,3198,megawatthours
2024-04-15T23,TIDC,Turlock Irrigation District,D,Demand,264,megawatthours
2024-04-15T23,SC,South Carolina Public Service Authority,D,Demand,3131,megawatthours
2024-04-15T23,BANC,Balancing Authority of Northern California,D,Demand,1573,megawatthours
2024-04-15T23,NY,New York,D,Demand,16311,megawatthours
2024-04-15T23,SW,Southwest,D,Demand,10206,megawatthours
2024-04-15T23,TEPC,Tucson Electric Power,D,Demand,1085,megawatthours
2024-04-15T23,TEN,Tennessee,D,Demand,21318,megawatthours
2024-04-15T23,MIDW,Midwest,DF,Day-ahead demand forecast,82947,megawatthours
2024-04-15T23,NY,New York,DF,Day-ahead demand forecast,15703,megawatthours
2024-04-15T23,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,1075,megawatthours
2024-04-15T23,PNM,Public Service Company of New Mexico,D,Demand,1437,megawatthours
2024-04-15T23,US48,United States Lower 48,D,Demand,487629,megawatthours
2024-04-15T23,TEX,Texas,D,Demand,55589,megawatthours
2024-04-15T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55589,megawatthours
2024-04-15T23,NW,Northwest,D,Demand,39044,megawatthours
2024-04-15T23,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,30024,megawatthours
2024-04-15T23,PSCO,Public Service Company of Colorado,D,Demand,4607,megawatthours
2024-04-15T23,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,5291,megawatthours
2024-04-15T23,DOPD,PUD No. 1 of Douglas County,D,Demand,218,megawatthours
2024-04-15T23,CAR,Carolinas,D,Demand,29890,megawatthours
2024-04-15T23,IID,Imperial Irrigation District,D,Demand,325,megawatthours
2024-04-15T23,SE,Southeast,D,Demand,30024,megawatthours
2024-04-15T23,HST,City of Homestead,D,Demand,87,megawatthours
2024-04-15T23,SEC,Seminole Electric Cooperative,D,Demand,352,megawatthours
2024-04-15T23,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,3224,megawatthours
2024-04-15T23,AECI,"Associated Electric Cooperative, Inc.",D,Demand,2586,megawatthours
2024-04-15T23,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,708,megawatthours
2024-04-15T23,WALC,Western Area Power Administration - Desert Southwest Region,D,Demand,1065,megawatthours
2024-04-15T23,CPLW,Duke Energy Progress West,D,Demand,591,megawatthours
2024-04-15T23,LDWP,Los Angeles Department of Water and Power,D,Demand,2374,megawatthours
2024-04-15T23,TVA,Tennessee Valley Authority,D,Demand,21318,megawatthours
2024-04-15T23,CISO,California Independent System Operator,D,Demand,19610,megawatthours
2024-04-15T23,IPCO,Idaho Power Company,D,Demand,1584,megawatthours
2024-04-15T23,PJM,"PJM Interconnection, LLC",D,Demand,93612,megawatthours
2024-04-15T23,NWMT,NorthWestern Corporation,D,Demand,1294,megawatthours
2024-04-15T23,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,163,megawatthours
2024-04-15T23,PSEI,"Puget Sound Energy, Inc.",D,Demand,2783,megawatthours
2024-04-15T23,AZPS,Arizona Public Service Company,D,Demand,2389,megawatthours
2024-04-15T23,JEA,JEA,D,Demand,1882,megawatthours
2024-04-15T23,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,503,megawatthours
2024-04-15T23,WACM,Western Area Power Administration - Rocky Mountain Region,D,Demand,3910,megawatthours
2024-04-15T23,PACE,PacifiCorp East,D,Demand,5848,megawatthours
2024-04-15T23,TEC,Tampa Electric Company,D,Demand,3155,megawatthours
2024-04-15T23,FMPP,Florida Municipal Power Pool,D,Demand,2634,megawatthours
2024-04-15T23,CAL,California,DF,Day-ahead demand forecast,20812,megawatthours
2024-04-15T23,FPL,Florida Power & Light Co.,DF,Day-ahead demand forecast,17885,megawatthours
2024-04-15T23,WACM,Western Area Power Administration - Rocky Mountain Region,DF,Day-ahead demand forecast,3081,megawatthours
2024-04-15T23,JEA,JEA,DF,Day-ahead demand forecast,1914,megawatthours
2024-04-15T23,TAL,City of Tallahassee,DF,Day-ahead demand forecast,361,megawatthours
2024-04-15T23,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2655,megawatthours
2024-04-15T23,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,20829,megawatthours
2024-04-15T23,PGE,Portland General Electric Company,DF,Day-ahead demand forecast,2506,megawatthours
2024-04-15T23,ISNE,ISO New England,DF,Day-ahead demand forecast,12520,megawatthours
2024-04-15T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,16115,megawatthours
2024-04-15T23,FLA,Florida,DF,Day-ahead demand forecast,26349,megawatthours
2024-04-15T23,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,1681,megawatthours
2024-04-15T23,MISO,"Midcontinent Independent System Operator, Inc.",DF,Day-ahead demand forecast,76055,megawatthours
2024-04-15T23,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,2474,megawatthours
2024-04-15T23,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1611,megawatthours
2024-04-15T23,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,91279,megawatthours
2024-04-15T22,MIDW,Midwest,DF,Day-ahead demand forecast,82610,megawatthours
2024-04-15T22,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,6330,megawatthours
2024-04-15T22,PSCO,Public Service Company of Colorado,DF,Day-ahead demand forecast,4871,megawatthours
2024-04-15T22,CAR,Carolinas,DF,Day-ahead demand forecast,6624,megawatthours
2024-04-15T22,CENT,Central,DF,Day-ahead demand forecast,34813,megawatthours
2024-04-15T22,TAL,City of Tallahassee,DF,Day-ahead demand forecast,360,megawatthours
2024-04-15T22,AVA,Avista Corporation,DF,Day-ahead demand forecast,1407,megawatthours
2024-04-15T22,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,1287,megawatthours
2024-04-15T22,NW,Northwest,DF,Day-ahead demand forecast,26741,megawatthours
2024-04-15T22,TEX,Texas,D,Demand,55718,megawatthours
2024-04-15T22,TEPC,Tucson Electric Power,D,Demand,1000,megawatthours
2024-04-15T22,TVA,Tennessee Valley Authority,D,Demand,21317,megawatthours
2024-04-15T22,SEC,Seminole Electric Cooperative,D,Demand,355,megawatthours
2024-04-15T22,LDWP,Los Angeles Department of Water and Power,D,Demand,2344,megawatthours
2024-04-15T22,US48,United States Lower 48,D,Demand,484004,megawatthours
2024-04-15T22,PNM,Public Service Company of New Mexico,D,Demand,1381,megawatthours
2024-04-15T22,CISO,California Independent System Operator,D,Demand,20320,megawatthours
2024-04-15T22,WALC,Western Area Power Administration - Desert Southwest Region,D,Demand,1047,megawatthours
2024-04-15T22,SCL,Seattle City Light,D,Demand,1146,megawatthours
2024-04-15T22,NY,New York,D,Demand,15653,megawatthours
2024-04-15T22,PSCO,Public Service Company of Colorado,D,Demand,4402,megawatthours
2024-04-15T22,DUK,Duke Energy Carolinas,D,Demand,14780,megawatthours
2024-04-15T22,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,5192,megawatthours
2024-04-15T22,PGE,Portland General Electric Company,D,Demand,2415,megawatthours
2024-04-15T22,BPAT,Bonneville Power Administration,D,Demand,6560,megawatthours
2024-04-15T22,SC,South Carolina Public Service Authority,D,Demand,3154,megawatthours
2024-04-15T22,MIDW,Midwest,D,Demand,82885,megawatthours
2024-04-15T22,NWMT,NorthWestern Corporation,D,Demand,1285,megawatthours
2024-04-15T22,CAL,California,D,Demand,24794,megawatthours
2024-04-15T22,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,163,megawatthours
2024-04-15T22,PSEI,"Puget Sound Energy, Inc.",D,Demand,2802,megawatthours
2024-04-15T22,TIDC,Turlock Irrigation District,D,Demand,261,megawatthours
2024-04-15T22,SWPP,Southwest Power Pool,D,Demand,34516,megawatthours
2024-04-15T22,DOPD,PUD No. 1 of Douglas County,D,Demand,220,megawatthours
2024-04-15T22,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,30122,megawatthours
2024-04-15T22,IID,Imperial Irrigation District,D,Demand,305,megawatthours
2024-04-15T22,NE,New England,D,Demand,11269,megawatthours
2024-04-15T22,BANC,Balancing Authority of Northern California,D,Demand,1564,megawatthours
2024-04-15T22,WAUW,Western Area Power Administration - Upper Great Plains West,D,Demand,80,megawatthours
2024-04-15T22,WACM,Western Area Power Administration - Rocky Mountain Region,D,Demand,3750,megawatthours
2024-04-15T22,PACE,PacifiCorp East,D,Demand,5881,megawatthours
2024-04-15T22,SE,Southeast,D,Demand,30122,megawatthours
2024-04-15T22,CAR,Carolinas,D,Demand,29919,megawatthours
2024-04-15T22,SW,Southwest,D,Demand,9798,megawatthours
2024-04-15T22,TEC,Tampa Electric Company,D,Demand,3184,megawatthours
2024-04-15T22,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,3109,megawatthours
2024-04-15T22,PACW,PacifiCorp West,D,Demand,2188,megawatthours
2024-04-15T22,ISNE,ISO New England,D,Demand,11269,megawatthours
2024-04-15T22,HST,City of Homestead,D,Demand,86,megawatthours
2024-04-15T22,IPCO,Idaho Power Company,D,Demand,1571,megawatthours
2024-04-15T22,EPE,El Paso Electric Company,D,Demand,1014,megawatthours
2024-04-15T22,PJM,"PJM Interconnection, LLC",D,Demand,93035,megawatthours
2024-04-15T22,MIDA,Mid-Atlantic,D,Demand,93035,megawatthours
2024-04-15T22,FPC,"Duke Energy Florida, Inc.",D,Demand,8113,megawatthours
2024-04-15T22,TAL,City of Tallahassee,D,Demand,386,megawatthours
2024-04-15T22,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,710,megawatthours
2024-04-15T22,SPA,Southwestern Power Administration,D,Demand,24,megawatthours
2024-04-15T22,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,3275,megawatthours
2024-04-15T22,TEN,Tennessee,D,Demand,21317,megawatthours
2024-04-15T22,AVA,Avista Corporation,D,Demand,1375,megawatthours
2024-04-15T22,FPL,Florida Power & Light Co.,D,Demand,19213,megawatthours
2024-04-15T22,CPLW,Duke Energy Progress West,D,Demand,591,megawatthours
2024-04-15T22,FMPP,Florida Municipal Power Pool,D,Demand,2675,megawatthours
2024-04-15T22,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,515,megawatthours
2024-04-15T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55718,megawatthours
2024-04-15T22,CENT,Central,D,Demand,34540,megawatthours
2024-04-15T22,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,76420,megawatthours
2024-04-15T22,FLA,Florida,D,Demand,36226,megawatthours
2024-04-15T22,CPLE,Duke Energy Progress East,D,Demand,8119,megawatthours
2024-04-15T22,AZPS,Arizona Public Service Company,D,Demand,2247,megawatthours
2024-04-15T22,JEA,JEA,D,Demand,1912,megawatthours
2024-04-15T22,NYIS,New York Independent System Operator,D,Demand,15653,megawatthours
2024-04-15T22,NEVP,Nevada Power Company,D,Demand,3665,megawatthours
2024-04-15T22,GVL,Gainesville Regional Utilities,D,Demand,302,megawatthours
2024-04-15T22,AECI,"Associated Electric Cooperative, Inc.",D,Demand,1273,megawatthours
2024-04-15T22,NW,Northwest,D,Demand,38728,megawatthours
2024-04-15T22,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,2401,megawatthours
2024-04-15T22,ISNE,ISO New England,DF,Day-ahead demand forecast,11620,megawatthours
2024-04-15T22,FPL,Florida Power & Light Co.,DF,Day-ahead demand forecast,18504,megawatthours
2024-04-15T22,SRP,Salt River Project Agricultural Improvement and Power District,DF,Day-ahead demand forecast,3023,megawatthours
2024-04-15T22,SCL,Seattle City Light,DF,Day-ahead demand forecast,1136,megawatthours
2024-04-15T22,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,56311,megawatthours
2024-04-15T22,CAL,California,DF,Day-ahead demand forecast,20039,megawatthours
2024-04-15T22,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast,28809,megawatthours
2024-04-15T22,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,90910,megawatthours
2024-04-15T22,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,192,megawatthours
2024-04-15T22,US48,United States Lower 48,DF,Day-ahead demand forecast,431234,megawatthours
2024-04-15T22,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,2585,megawatthours
2024-04-15T22,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,4265,megawatthours
2024-04-15T22,MISO,"Midcontinent Independent System Operator, Inc.",DF,Day-ahead demand forecast,75742,megawatthours
2024-04-15T22,TEN,Tennessee,DF,Day-ahead demand forecast,20704,megawatthours
2024-04-15T22,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,15058,megawatthours
2024-04-15T22,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,20704,megawatthours
2024-04-15T22,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1608,megawatthours
2024-04-15T22,PNM,Public Service Company of New Mexico,DF,Day-ahead demand forecast,1246,megawatthours
